mouse_symbol,human_symbol,source,confidence
ANXA13,ANXA13,HCOP,9
ANXA7,ANXA7,HCOP,9
AOC1,AOC1,HCOP,9
APH1B,APH1B,HCOP,9
APH1C,APH1B,HCOP,9
AQP7,AQP7,HCOP,9
ARHGAP23,ARHGAP23,HCOP,9
ARHGEF18,ARHGEF18,HCOP,9
ARHGEF4,ARHGEF4,HCOP,9
ARL16,ARL16,HCOP,9
ARMH1,ARMH1,HCOP,9
ARVCF,ARVCF,HCOP,9
ASPHD1,ASPHD1,HCOP,9
ATAD3A,ATAD3A,HCOP,9
ATG9B,ATG9B,HCOP,9
ATP5F1E,ATP5F1E,HCOP,9
ATP5MC1,ATP5MC1,HCOP,9
ATP5MC2,ATP5MC2,HCOP,9
ATP6V0E2,ATP6V0E2,HCOP,9
ATXN7,ATXN7,HCOP,9
ATXN7L1,ATXN7L1,HCOP,9
AUTS2,AUTS2,HCOP,9
AXDND1,AXDND1,HCOP,9
B2M,B2M,HCOP,9
BAHCC1,BAHCC1,HCOP,9
BASP1,BASP1,HCOP,9
BC031181,C18ORF32,HCOP,9
BCAP29,BCAP29,HCOP,9
BCL2A1B,BCL2A1,HCOP,9
BCL2A1D,BCL2A1,HCOP,9
BCL2L2,BCL2L2,HCOP,9
BEX1,BEX1,HCOP,9
BICD1,BICD1,HCOP,9
BMI1,BMI1,HCOP,9
BRD2,BRD2,HCOP,9
BSND,BSND,HCOP,9
BTBD8,BTBD8,HCOP,9
BTN2A2,BTN2A2,HCOP,9
C1QB,C1QB,HCOP,9
C1RB,C1R,HCOP,9
C2CD4B,C2CD4B,HCOP,9
CABP1,CABP1,HCOP,9
CACNA1I,CACNA1I,HCOP,9
CALCOCO2,CALCOCO2,HCOP,9
CALCR,CALCR,HCOP,9
CARMIL2,CARMIL2,HCOP,9
CASZ1,CASZ1,HCOP,9
CBLB,CBLB,HCOP,9
CCDC141,CCDC141,HCOP,9
CCDC180,CCDC180,HCOP,9
CCDC24,CCDC24,HCOP,9
CCDC30,CCDC30,HCOP,9
CCDC39,CCDC39,HCOP,9
CCDC40,CCDC40,HCOP,9
CCDC69,CCDC69,HCOP,9
CCDC9B,CCDC9B,HCOP,9
CCER2,CCER2,HCOP,9
CCL25,CCL25,HCOP,9
CCL27A,CCL27,HCOP,9
CCR1,CCR1,HCOP,9
CCR5,CCR5,HCOP,9
CCT6A,CCT6A,HCOP,9
CCZ1,CCZ1,HCOP,9
CD200R4,CD200R1L,HCOP,9
CD55,CD55,HCOP,9
CD55B,CD55,HCOP,9
CDKN1C,CDKN1C,HCOP,9
CEACAM18,CEACAM18,HCOP,9
CEBPD,CEBPD,HCOP,9
CEP63,CEP63,HCOP,9
CES2H,CES2,HCOP,9
CFAP141,CFAP141,HCOP,9
CFAP20DC,CFAP20DC,HCOP,9
CFAP61,CFAP61,HCOP,9
CFB,CFB,HCOP,9
CFHR1,CFHR1,HCOP,9
CHAC1,CHAC1,HCOP,9
CHD8,CHD8,HCOP,9
CHL1,CHL1,HCOP,9
CHMP1B,CHMP1B,HCOP,9
CHST5,CHST6,HCOP,9
CISD3,CISD3,HCOP,9
CKMT1,CKMT1A,HCOP,9
CLCA4B,CLCA4,HCOP,9
CLCNKA,CLCNKB,HCOP,9
CLEC18A,CLEC18A,HCOP,9
CLEC4N,CLEC6A,HCOP,9
CLEC7A,CLEC7A,HCOP,9
CLN3,CLN3,HCOP,9
CMC2,CMC2,HCOP,9
CMC4,CMC4,HCOP,9
CN725425,C12ORF40,HCOP,9
CNGA3,CNGA3,HCOP,9
CNGB1,CNGB1,HCOP,9
COA8,COA8,HCOP,9
COG8,COG8,HCOP,9
COL17A1,COL17A1,HCOP,9
COL6A5,COL6A5,HCOP,9
COMMD6,COMMD6,HCOP,9
COMMD7,COMMD7,HCOP,9
COPA,COPA,HCOP,9
COPS9,COPS9,HCOP,9
COX5B,COX5B,HCOP,9
COX6A1,COX6A1,HCOP,9
COX6B1,COX6B1,HCOP,9
COX6C,COX6C,HCOP,9
CRISP4,CRISP1,HCOP,9
CROCC2,CROCC2,HCOP,9
CRYBB1,CRYBB1,HCOP,9
CRYBG1,CRYBG1,HCOP,9
CRYBG2,CRYBG2,HCOP,9
CRYGB,CRYGB,HCOP,9
CSF2RB,CSF2RB,HCOP,9
CSMD1,CSMD1,HCOP,9
CSNK2A1,CSNK2A1,HCOP,9
CSTA1,CSTA,HCOP,9
CSTA2,CSTA,HCOP,9
CUX1,CUX1,HCOP,9
CUZD1,CUZD1,HCOP,9
CWC22,CWC22,HCOP,9
CXCR1,CXCR1,HCOP,9
CYP11B2,CYP11B2,HCOP,9
CYP21A1,CYP21A2,HCOP,9
DAAM1,DAAM1,HCOP,9
DBI,DBI,HCOP,9
DCLRE1B,DCLRE1B,HCOP,9
DCX,DCX,HCOP,9
DDI2,DDI2,HCOP,9
DDX19B,DDX19B,HCOP,9
DDX27,DDX27,HCOP,9
DDX3Y,DDX3Y,HCOP,9
DDX52,DDX52,HCOP,9
DEFB20,DEFB128,HCOP,9
DEFB43,DEFB131A,HCOP,9
DGKK,DGKK,HCOP,9
DHRS4,DHRS4,HCOP,9
DLEC1,DLEC1,HCOP,9
DNAAF6RT,DNAAF6,HCOP,9
DNAH11,DNAH11,HCOP,9
DNHD1,DNHD1,HCOP,9
DOCK2,DOCK2,HCOP,9
DPP3,DPP3,HCOP,9
DPY30,DPY30,HCOP,9
DSG1B,DSG1,HCOP,9
DTHD1,DTHD1,HCOP,9
DYNC2H1,DYNC2H1,HCOP,9
DYNLT1B,DYNLT1,HCOP,9
DYNLT2A1,DYNLT2,HCOP,9
DYSF,DYSF,HCOP,9
EAR6,RNASE2,HCOP,9
EFCAB12,EFCAB12,HCOP,9
EFNB2,EFNB2,HCOP,9
EIF4A3,EIF4A3,HCOP,9
ELOB,ELOB,HCOP,9
ENSA,ENSA,HCOP,9
ENTPD4,ENTPD4,HCOP,9
EPB42,EPB42,HCOP,9
EPHA10,EPHA10,HCOP,9
EPHA5,EPHA5,HCOP,9
EPM2A,EPM2A,HCOP,9
EPPK1,EPPK1,HCOP,9
ERCC5,ERCC5,HCOP,9
ERCC6L2,ERCC6L2,HCOP,9
ERI1,ERI1,HCOP,9
ERICH3,ERICH3,HCOP,9
EVI2A,EVI2A,HCOP,9
EVI2B,EVI2B,HCOP,9
EXOSC6,EXOSC6,HCOP,9
FAHD2A,FAHD2A,HCOP,9
FAM186A,FAM186A,HCOP,9
FAM209,FAM209B,HCOP,9
FAM228B,FAM228B,HCOP,9
FAM47E,FAM47E,HCOP,9
FANCB,FANCB,HCOP,9
FBLL1,FBLL1,HCOP,9
FBXL19,FBXL19,HCOP,9
FCGR2B,FCGR2B,HCOP,9
FCNB,FCN1,HCOP,9
FEM1AL,FEM1A,HCOP,9
FER1L6,FER1L6,HCOP,9
FGA,FGA,HCOP,9
FGF13,FGF13,HCOP,9
FIP1L1,FIP1L1,HCOP,9
FKBP2,FKBP2,HCOP,9
FLG2,FLG2,HCOP,9
FMNL1,FMNL1,HCOP,9
FMR1NB,FMR1NB,HCOP,9
FOLH1,FOLH1,HCOP,9
FOXC1,FOXC1,HCOP,9
FOXD4,FOXD4,HCOP,9
FOXF2,FOXF2,HCOP,9
FOXO6,FOXO6,HCOP,9
FOXP1,FOXP1,HCOP,9
FOXP2,FOXP2,HCOP,9
FPR2,FPR2,HCOP,9
FRG2F1,FRG2B,HCOP,9
FSIP2,FSIP2,HCOP,9
FXYD2,FXYD2,HCOP,9
FXYD4,FXYD4,HCOP,9
FXYD6,FXYD6,HCOP,9
GABRE,GABRE,HCOP,9
GABRR3,GABRR3,HCOP,9
GAPDH,GAPDH,HCOP,9
GARIN1A,GARIN1A,HCOP,9
GARIN3,GARIN3,HCOP,9
GARIN5A,GARIN5A,HCOP,9
GBP3,GBP4,HCOP,9
GFY,GFY,HCOP,9
GGNBP2,GGNBP2,HCOP,9
GH,CSHL1,HCOP,9
GIMAP5,GIMAP5,HCOP,9
GJE1,GJE1,HCOP,9
GK2,GK2,HCOP,9
GM13889,C11ORF96,HCOP,9
GM14569,KIAA1210,HCOP,9
GM1673,NICOL1,HCOP,9
GM17455,C10ORF105,HCOP,9
GM7694,C1ORF226,HCOP,9
GMPR2,GMPR2,HCOP,9
GON4L,GON4L,HCOP,9
GON7,GON7,HCOP,9
GP6,GP6,HCOP,9
GPR174,GPR174,HCOP,9
GPR179,GPR179,HCOP,9
GPR21,GPR21,HCOP,9
GPR89,GPR89A,HCOP,9
GREM1,GREM1,HCOP,9
GRIA3,GRIA3,HCOP,9
GRIFIN,GRIFIN,HCOP,9
GSDMC,GSDMC,HCOP,9
GSTO2,GSTO2,HCOP,9
GTF2IRD2,GTF2IRD2,HCOP,9
GZMB,GZMB,HCOP,9
H1F1,H1-1,HCOP,9
H1F2,H1-2,HCOP,9
H1F4,H1-4,HCOP,9
H2-AA,HLA-DQA1,HCOP,9
H2-DMB1,HLA-DMB,HCOP,9
H2AC20,H2AC20,HCOP,9
H3F3A,H3-3A,HCOP,9
HAMP,HAMP,HCOP,9
HBA-A1,HBA1,HCOP,9
HBB-Y,HBE1,HCOP,9
HBQ1A,HBQ1,HCOP,9
HDAC9,HDAC9,HCOP,9
HGS,HGS,HCOP,9
HK1,HK1,HCOP,9
HMBS,HMBS,HCOP,9
HMGB1,HMGB1,HCOP,9
HMGN3,HMGN3,HCOP,9
HMGN5,HMGN5,HCOP,9
HOXA1,HOXA1,HCOP,9
HSD3B3,HSD3B1,HCOP,9
HTR1D,HTR1D,HCOP,9
HYAL5,SPAM1,HCOP,9
ICAM4,ICAM4,HCOP,9
IFI30,IFI30,HCOP,9
IFI44L,IFI44L,HCOP,9
IFNAR2,IFNAR2,HCOP,9
IFNL2,IFNL3,HCOP,9
IL17A,IL17A,HCOP,9
IL17D,IL17D,HCOP,9
IL31,IL31,HCOP,9
IL31RA,IL31RA,HCOP,9
IL36B,IL36B,HCOP,9
IL3RA,IL3RA,HCOP,9
INAFM1,INAFM1,HCOP,9
INF2,INF2,HCOP,9
IQSEC2,IQSEC2,HCOP,9
JMJD4,JMJD4,HCOP,9
JMJD7,JMJD7,HCOP,9
KAZALD1,KAZALD1,HCOP,9
KHDC3,KHDC3L,HCOP,9
KIF4,KIF4A,HCOP,9
KIF9,KIF9,HCOP,9
KLF14,KLF14,HCOP,9
KLHL13,KLHL13,HCOP,9
KLHL3,KLHL3,HCOP,9
KLK1,KLK1,HCOP,9
KLRB1A,KLRB1,HCOP,9
KNG2,KNG1,HCOP,9
KRT31,KRT31,HCOP,9
KRTAP29-1,KRTAP29-1,HCOP,9
KXD1,KXD1,HCOP,9
LAMA3,LAMA3,HCOP,9
LDB3,LDB3,HCOP,9
LDLRAD1,LDLRAD1,HCOP,9
LDLRAD2,LDLRAD2,HCOP,9
LEFTY1,LEFTY1,HCOP,9
LENG9,LENG9,HCOP,9
LGALS7,LGALS7,HCOP,9
LGALS9,LGALS9,HCOP,9
LHFPL3,LHFPL3,HCOP,9
LIAT1,LIAT1,HCOP,9
LIN54,LIN54,HCOP,9
LIPK,LIPK,HCOP,9
LMO3,LMO3,HCOP,9
LPL,LPL,HCOP,9
LRIT3,LRIT3,HCOP,9
LRRC15,LRRC15,HCOP,9
LRRC18,LRRC18,HCOP,9
LRRC7,LRRC7,HCOP,9
LRRN4CL,LRRN4CL,HCOP,9
LTC4S,LTC4S,HCOP,9
LUC7L2,LUC7L2,HCOP,9
LY6E,LY6E,HCOP,9
LY6G6D,LY6G6D,HCOP,9
LY6G6F,LY6G6F,HCOP,9
LY6K,LY6K,HCOP,9
LY6L,LY6L,HCOP,9
LYZL1,LYZL1,HCOP,9
MADCAM1,MADCAM1,HCOP,9
MAJIN,MAJIN,HCOP,9
MAML2,MAML2,HCOP,9
MAMLD1,MAMLD1,HCOP,9
MAP3K7CL,MAP3K7CL,HCOP,9
MEIOB,MEIOB,HCOP,9
MEIS3,MEIS3,HCOP,9
MFAP1A,MFAP1,HCOP,9
MMP1B,MMP1,HCOP,9
MOCS1,MOCS1,HCOP,9
MPIG6B,MPIG6B,HCOP,9
MROH6,MROH6,HCOP,9
MS4A12,MS4A12,HCOP,9
MS4A4A,MS4A4A,HCOP,9
MS4A6C,MS4A6A,HCOP,9
MST1R,MST1R,HCOP,9
MTAP,MTAP,HCOP,9
MTERF1B,MTERF1,HCOP,9
MTHFS,MTHFS,HCOP,9
MTURN,MTURN,HCOP,9
MUC5B,MUC5B,HCOP,9
MYO3A,MYO3A,HCOP,9
MZT2,MZT2A,HCOP,9
N4BP2,N4BP2,HCOP,9
NAIP2,NAIP,HCOP,9
NAT8,NAT8,HCOP,9
NCF4,NCF4,HCOP,9
NDUFC2,NDUFC2,HCOP,9
NEK11,NEK11,HCOP,9
NHLH2,NHLH2,HCOP,9
NIPSNAP3B,NIPSNAP3A,HCOP,9
NKX1-1,NKX1-1,HCOP,9
NKX6-3,NKX6-3,HCOP,9
NLRP14,NLRP14,HCOP,9
NLRP1B,NLRP1,HCOP,9
NLRP2,NLRP2,HCOP,9
NOL3,NOL3,HCOP,9
NOLC1,NOLC1,HCOP,9
NOMO1,NOMO1,HCOP,9
NOS1AP,NOS1AP,HCOP,9
NOTCH1,NOTCH1,HCOP,9
NOVA2,NOVA2,HCOP,9
NPBWR1,NPBWR1,HCOP,9
NPTN,NPTN,HCOP,9
NRGN,NRGN,HCOP,9
NRXN1,NRXN1,HCOP,9
NT5C3,NT5C3A,HCOP,9
NTN5,NTN5,HCOP,9
NUDT10,NUDT11,HCOP,9
NUDT3,NUDT3,HCOP,9
OAZ3,OAZ3,HCOP,9
OCM,OCM,HCOP,9
ODF4,ODF4,HCOP,9
OLFML1,OLFML1,HCOP,9
OR10A5,OR10A5,HCOP,9
OR10D3,OR10D3,HCOP,9
OR10G6,OR10G6,HCOP,9
OR10G9,OR10G9,HCOP,9
OR10H1,OR10H1,HCOP,9
OR10H28,OR10H4,HCOP,9
OR10Q1,OR10Q1,HCOP,9
OR10S1,OR10S1,HCOP,9
OR13F5,OR13F1,HCOP,9
OR1B1,OR1B1,HCOP,9
OR1D2,OR1D2,HCOP,9
OR2A14,OR2A14,HCOP,9
OR2A25,OR2A25,HCOP,9
OR2A5,OR2A5,HCOP,9
OR2A52,OR2A2,HCOP,9
OR2D2B,OR2D2,HCOP,9
OR2H1,OR2H1,HCOP,9
OR2L13,OR2L13,HCOP,9
OR2T6,OR2T6,HCOP,9
OR2V1,OR2V1,HCOP,9
OR4A47,OR4A47,HCOP,9
OR4C12B,OR4C12,HCOP,9
OR4C15,OR4C15,HCOP,9
OR4C3,OR4C3,HCOP,9
OR4D1,OR4D1,HCOP,9
OR4D10B,OR4D10,HCOP,9
OR4D2,OR4D2,HCOP,9
OR4L1,OR4L1,HCOP,9
OR4N5,OR4N5,HCOP,9
OR4Q3,OR4Q3,HCOP,9
OR51G2,OR51G2,HCOP,9
OR51I2,OR51I2,HCOP,9
OR51M1,OR51M1,HCOP,9
OR52A5B,OR52A5,HCOP,9
OR52E2,OR52E2,HCOP,9
OR52E4,OR52E4,HCOP,9
OR52E8,OR52E8,HCOP,9
OR52N2,OR52N2,HCOP,9
OR56A3,OR56A3,HCOP,9
OR56B1B,OR56B1,HCOP,9
OR5AK23,OR5AK2,HCOP,9
OR5AP2,OR5AP2,HCOP,9
OR5AS1,OR5AS1,HCOP,9
OR5K1,OR5K1,HCOP,9
OR5K3,OR5K3,HCOP,9
OR5M10B,OR5M10,HCOP,9
OR5M11,OR5M11,HCOP,9
OR5M9B,OR5M9,HCOP,9
OR5V1B,OR5V1,HCOP,9
OR6B2,OR6B2,HCOP,9
OR6C1,OR6C1,HCOP,9
OR6C2,OR6C2,HCOP,9
OR6C6,OR6C6,HCOP,9
OR6C65,OR6C65,HCOP,9
OR6C68,OR6C68,HCOP,9
OR6C70,OR6C70,HCOP,9
OR6C74,OR6C74,HCOP,9
OR6C76B,OR6C76,HCOP,9
OR6C8B,OR2AP1,HCOP,9
OR6K6,OR6K6,HCOP,9
OR6P1,OR6P1,HCOP,9
OR7G12,OR7G3,HCOP,9
OR7G19,OR7G3,HCOP,9
OR8A1B,OR8A1,HCOP,9
OR8D2B,OR8D2,HCOP,9
OR9A2,OR9A2,HCOP,9
OR9I1,OR9I1,HCOP,9
OR9K2B,OR9K2,HCOP,9
PABPC1,PABPC1,HCOP,9
PABPN1,PABPN1,HCOP,9
PAPSS2,PAPSS2,HCOP,9
PATE1,PATE1,HCOP,9
PATE4,PATE4,HCOP,9
PCDHB17,PCDHB16,HCOP,9
PCDHB19,PCDHB12,HCOP,9
PCDHB2,PCDHB2,HCOP,9
PCDHB20,PCDHB14,HCOP,9
PCDHB5,PCDHB4,HCOP,9
PCP4L1,PCP4L1,HCOP,9
PDE2A,PDE2A,HCOP,9
PDE4DIP,PDE4DIP,HCOP,9
PDE8B,PDE8B,HCOP,9
PEBP1,PEBP1,HCOP,9
PEG12,FRAT1,HCOP,9
PET117,PET117,HCOP,9
PGBD1,PGBD1,HCOP,9
PGK2,PGK2,HCOP,9
PHF11A,PHF11,HCOP,9
PHF11B,PHF11,HCOP,9
PHF11D,PHF11,HCOP,9
PI4K2A,PI4K2A,HCOP,9
PILRA,PILRA,HCOP,9
PITPNC1,PITPNC1,HCOP,9
PITX2,PITX2,HCOP,9
PKD1L1,PKD1L1,HCOP,9
PLA2G4F,PLA2G4F,HCOP,9
PLAC9,PLAC9,HCOP,9
PLCB4,PLCB4,HCOP,9
PLN,PLN,HCOP,9
PMF1,PMF1,HCOP,9
PMS2,PMS2,HCOP,9
PNMA8B,PNMA8B,HCOP,9
PNP,PNP,HCOP,9
PODXL,PODXL,HCOP,9
POLR1C,POLR1C,HCOP,9
POU2AF3,POU2AF3,HCOP,9
POU4F3,POU4F3,HCOP,9
POU6F2,POU6F2,HCOP,9
PPBP,PPBP,HCOP,9
PPFIA4,PPFIA4,HCOP,9
PPIA,PPIA,HCOP,9
PPP2R3A,PPP2R3A,HCOP,9
PPP3R2,PPP3R2,HCOP,9
PRAP1,PRAP1,HCOP,9
PRODH,PRODH,HCOP,9
PROKR1,PROKR1,HCOP,9
PROSER3,PROSER3,HCOP,9
PRPS1,PRPS1,HCOP,9
PRSS41,PRSS41,HCOP,9
PRSS50,PRSS50,HCOP,9
PTPRA,PTPRA,HCOP,9
PYCR2,PYCR2,HCOP,9
QRICH2,QRICH2,HCOP,9
RAB11FIP1,RAB11FIP1,HCOP,9
RAB5IF,RAB5IF,HCOP,9
RANBP2,RANBP2,HCOP,9
RANGRF,RANGRF,HCOP,9
RAPH1,RAPH1,HCOP,9
RBIS,RBIS,HCOP,9
RBM25,RBM25,HCOP,9
RBM27,RBM27,HCOP,9
RBM4,RBM4,HCOP,9
RD3L,RD3L,HCOP,9
RDH16,RDH16,HCOP,9
RDH16F2,RDH16,HCOP,9
RDH19,RDH16,HCOP,9
RDH7,RDH16,HCOP,9
RDH9,RDH16,HCOP,9
RDX,RDX,HCOP,9
REEP6,REEP6,HCOP,9
RFPL4,RFPL4A,HCOP,9
RGS21,RGS21,HCOP,9
RLN1,RLN1,HCOP,9
RNASE11,RNASE11,HCOP,9
RNASEK,RNASEK,HCOP,9
RNASET2A,RNASET2,HCOP,9
RNF187,RNF187,HCOP,9
RNF213,RNF213,HCOP,9
RNF217,RNF217,HCOP,9
ROBO2,ROBO2,HCOP,9
ROPN1,ROPN1,HCOP,9
RPGR,RPGR,HCOP,9
RPGRIP1L,RPGRIP1L,HCOP,9
RPL10,RPL10,HCOP,9
RPL17,RPL17,HCOP,9
RPL27A,RPL27A,HCOP,9
RPL31,RPL31,HCOP,9
RPL35A,RPL35A,HCOP,9
RPL39,RPL39,HCOP,9
RPL5,RPL5,HCOP,9
RPLP0,RPLP0,HCOP,9
RPS17,RPS17,HCOP,9
RPS26,RPS26,HCOP,9
RPS28,RPS28,HCOP,9
RPS3A1,RPS3A,HCOP,9
RPS4X,RPS4X,HCOP,9
RPSA,RPSA,HCOP,9
RSC1A1,RSC1A1,HCOP,9
RSF1,RSF1,HCOP,9
RSKR,RSKR,HCOP,9
RSRC1,RSRC1,HCOP,9
RSRC2,RSRC2,HCOP,9
RTL5,RTL5,HCOP,9
S1PR2,S1PR2,HCOP,9
SAA4,SAA4,HCOP,9
SACS,SACS,HCOP,9
SCN1A,SCN1A,HCOP,9
SCN2A,SCN2A,HCOP,9
SELENBP1,SELENBP1,HCOP,9
SEMA3E,SEMA3E,HCOP,9
SEPTIN2,SEPTIN2,HCOP,9
SERF1,SERF1A,HCOP,9
SERPINA1A,SERPINA1,HCOP,9
SERPINA1C,SERPINA1,HCOP,9
SERPINA3C,SERPINA3,HCOP,9
SERPINA3N,SERPINA3,HCOP,9
SERPINB10,SERPINB10,HCOP,9
SERPINB3A,SERPINB4,HCOP,9
SERPINB3B,SERPINB3,HCOP,9
SERPINB3C,SERPINB3,HCOP,9
SERPINB3D,SERPINB3,HCOP,9
SERPINB6A,SERPINB6,HCOP,9
SET,SET,HCOP,9
SFMBT2,SFMBT2,HCOP,9
SFTPA1,SFTPA1,HCOP,9
SH2D1B2,SH2D1B,HCOP,9
SH3BP1,SH3BP1,HCOP,9
SHC2,SHC2,HCOP,9
SHISA8,SHISA8,HCOP,9
SIGLEC1,SIGLEC1,HCOP,9
SIGLECG,SIGLEC11,HCOP,9
SIK1,SIK1,HCOP,9
SLC18A3,SLC18A3,HCOP,9
SLC25A51,SLC25A51,HCOP,9
SLC26A6,SLC26A6,HCOP,9
SLC28A2,SLC28A2,HCOP,9
SLC28A2B,SLC28A2,HCOP,9
SLC2A3,SLC2A3,HCOP,9
SLC37A4,SLC37A4,HCOP,9
SLC5A4A,SLC5A4,HCOP,9
SLC6A16,SLC6A16,HCOP,9
SLCO1A5,SLCO1A2,HCOP,9
SLCO1B2,SLCO1B3,HCOP,9
SLFN14,SLFN14,HCOP,9
SMIM17,SMIM17,HCOP,9
SMIM22,SMIM22,HCOP,9
SMN1,SMN1,HCOP,9
SNRPA,SNRPA,HCOP,9
SNRPG,SNRPG,HCOP,9
SOCS2,SOCS2,HCOP,9
SOHLH2,SOHLH2,HCOP,9
SORBS2,SORBS2,HCOP,9
SP110,SP110,HCOP,9
SP2,SP2,HCOP,9
SPACA5,SPACA5,HCOP,9
SPAG6,SPAG6,HCOP,9
SPAG6L,SPAG6,HCOP,9
SPINK13,SPINK13,HCOP,9
SPINK6,SPINK6,HCOP,9
SPOCD1,SPOCD1,HCOP,9
SPRN,SPRN,HCOP,9
SPRR4,SPRR4,HCOP,9
SREK1IP1,SREK1IP1,HCOP,9
SRGAP2,SRGAP2,HCOP,9
SRP72,SRP72,HCOP,9
SRRM1,SRRM1,HCOP,9
SRRM2,SRRM2,HCOP,9
SRRM3,SRRM3,HCOP,9
SRSF4,SRSF4,HCOP,9
SSBP3,SSBP3,HCOP,9
STON1,STON1,HCOP,9
SULT1C1,SULT1C3,HCOP,9
SULT2A1,SULT2A1,HCOP,9
SULT2A5,SULT2A1,HCOP,9
SULT2A6,SULT2A1,HCOP,9
SYNE1,SYNE1,HCOP,9
SYT15,SYT15,HCOP,9
TAAR8C,TAAR8,HCOP,9
TAAR9,TAAR9,HCOP,9
TAF10,TAF10,HCOP,9
TANGO2,TANGO2,HCOP,9
TAP2,TAP2,HCOP,9
TAS2R114,TAS2R10,HCOP,9
TBC1D24,TBC1D24,HCOP,9
TCEAL5,TCEAL5,HCOP,9
TCEAL7,TCEAL7,HCOP,9
TCF24,TCF24,HCOP,9
TCTN2,TCTN2,HCOP,9
TDRD3,TDRD3,HCOP,9
TEDDM1B,TEDDM1,HCOP,9
TEX22,TEX22,HCOP,9
TEX46,TEX46,HCOP,9
TEX55,TEX55,HCOP,9
TGIF2LX1,TGIF2LX,HCOP,9
TIGD5,TIGD5,HCOP,9
TIMM23,TIMM23,HCOP,9
TKTL1,TKTL1,HCOP,9
TMA7,TMA7,HCOP,9
TMEM116,TMEM116,HCOP,9
TMEM134,TMEM134,HCOP,9
TMEM167B,TMEM167B,HCOP,9
TMEM185A,TMEM185A,HCOP,9
TMEM196,TMEM196,HCOP,9
TMEM223,TMEM223,HCOP,9
TMEM254,TMEM254,HCOP,9
TMEM92,TMEM92,HCOP,9
TMPRSS3,TMPRSS3,HCOP,9
TOMM5,TOMM5,HCOP,9
TPM2,TPM2,HCOP,9
TPM4,TPM4,HCOP,9
TPSB2,TPSAB1,HCOP,9
TRAPPC8,TRAPPC8,HCOP,9
TRERF1,TRERF1,HCOP,9
TRIM15,TRIM15,HCOP,9
TRP53RKB,TP53RK,HCOP,9
TRPT1,TRPT1,HCOP,9
TSGA10IP,TSGA10IP,HCOP,9
TSPEAR,TSPEAR,HCOP,9
TUBG2,TUBG2,HCOP,9
TUSC3,TUSC3,HCOP,9
TYW1,TYW1,HCOP,9
U2AF1L4,U2AF1L4,HCOP,9
UBAP1L,UBAP1L,HCOP,9
UBE2D3,UBE2D3,HCOP,9
UBE2L3,UBE2L3,HCOP,9
UBE3A,UBE3A,HCOP,9
UBTFL1,UBTFL1,HCOP,9
UGT2A3,UGT2A3,HCOP,9
UNC93A2,UNC93A,HCOP,9
UQCRH,UQCRH,HCOP,9
UTF1,UTF1,HCOP,9
VKORC1L1,VKORC1L1,HCOP,9
VPREB1B,VPREB1,HCOP,9
VPS51,VPS51,HCOP,9
WASHC1,WASHC1,HCOP,9
WDR5B,WDR5B,HCOP,9
WNK3,WNK3,HCOP,9
XIAP,XIAP,HCOP,9
YJEFN3,YJEFN3,HCOP,9
ZBTB11,ZBTB11,HCOP,9
ZBTB25,ZBTB25,HCOP,9
ZC3H11A,ZC3H11A,HCOP,9
ZC3H13,ZC3H13,HCOP,9
ZDHHC11,ZDHHC11B,HCOP,9
ZFP185,ZNF185,HCOP,9
ZFP235,ZNF235,HCOP,9
ZFP239,ZNF239,HCOP,9
ZFP282,ZNF282,HCOP,9
ZFP358,ZNF358,HCOP,9
ZFP384,ZNF384,HCOP,9
ZFP462,ZNF462,HCOP,9
ZFP605,ZNF605,HCOP,9
ZFP648,ZNF648,HCOP,9
ZFP654,ZNF654,HCOP,9
ZKSCAN3,ZKSCAN3,HCOP,9
ZSCAN12,ZSCAN12,HCOP,9
ZSWIM6,ZSWIM6,HCOP,9
1110065P20RIK,C1ORF122,HCOP,8
2410004P03RIK,C2ORF50,HCOP,8
4921504E06RIK,C10ORF67,HCOP,8
4930444P10RIK,C8ORF89,HCOP,8
5730480H06RIK,PACRGL,HCOP,8
AADACL4,AADACL4,HCOP,8
ACOT3,ACOT1,HCOP,8
ACOT6,ACOT6,HCOP,8
ACTL10,ACTL10,HCOP,8
ADGRF2,ADGRF2P,HCOP,8
ADIG,ADIG,HCOP,8
ADORA3,ADORA3,HCOP,8
AK157302,ISCA1,HCOP,8
ALDH1A7,ALDH1A1,HCOP,8
ALDH3B3,ALDH3B2,HCOP,8
ALPI,ALPP,HCOP,8
ALPPL2,ALPG,HCOP,8
ANK3,ANK3,HCOP,8
ANKRD31,ANKRD31,HCOP,8
ATF7,ATF7,HCOP,8
AW551984,VWA5A,HCOP,8
BTBD18,BTBD18,HCOP,8
BTBD19,BTBD19,HCOP,8
C1RA,C1R,HCOP,8
C2CD4A,C2CD4A,HCOP,8
C330018D20RIK,C5ORF63,HCOP,8
CALD1,CALD1,HCOP,8
CALM1,CALM1,HCOP,8
CALM4,CALML5,HCOP,8
CASP4,CASP4,HCOP,8
CCDC166,CCDC166,HCOP,8
CCDC187,CCDC187,HCOP,8
CCDC188,CCDC188,HCOP,8
CCDC74A,CCDC74B,HCOP,8
CCL11,CCL11,HCOP,8
CCL21B,CCL21,HCOP,8
CCL26,CCL26,HCOP,8
CCL7,CCL7,HCOP,8
CD177,CD177,HCOP,8
